일시,1.5M 평균 습도(%),10CM 일 토양수분(%),20CM 일 토양수분(%),30CM 일 토양수분(%),50CM 일 토양수분(%),1.5M 평균 기온(°C),평균 지면온도(°C),5CM 평균 지중온도(°C),30CM 평균 지중온도(°C),0.5M 일 지중온도(°C),1.0M 일 지중온도(°C),일사량,일조시간,최대풍속
2018.6.17,83,6,7,2,1,20.4,25.4,24.4,23.4,21.9,20.1,23.33,6.6,7.6
2018.6.18,83,5,7,2,1,21.2,25.2,25,24.2,22.1,20.2,16.54,3.6,3.6
2018.6.19,92,6,6,2,1,20.5,22.1,23.5,23.8,22.4,20.3,6.95,0.3,6.1
2018.6.20,86,12,8,2,1,21.9,25,24.9,23.5,22.6,20.6,21.45,8,4.9
2018.6.21,68,10,8,2,1,22.9,26.6,26.2,24.7,22.5,20.6,28.47,11,4.8
2018.6.22,68,8,7,2,1,21.2,23.3,24.6,24.6,22.8,20.6,14.5,2,4.6
2018.6.23,79,10,7,2,1,20.8,25.5,25.2,24.2,22.9,20.8,24.87,8.7,6.6
2018.6.24,63,8,7,2,1,23.4,26.7,26.1,24.8,22.9,20.8,28.54,13,3.9
2018.6.25,79,6,7,2,1,23.4,27.8,26.4,25.3,23,20.9,26.96,12.4,3.7
2018.6.26,97,7,7,2,1,24,25.2,26.1,25.7,23.3,21,21.04,5.4,7.9
2018.6.27,98,7,7,2,1,23.6,24.3,25,24.9,23.5,21.1,4.03,,7.8
2018.6.28,99,13,7,1,1,22.8,23.9,24.5,24.4,23.4,21.2,3.51,,9
2018.6.29,94,13,8,2,1,23,24.8,24,23.8,23.8,22.1,15.63,2.7,6.9
2018.6.30,97,15,9,2,2,23,23.7,24.2,23.8,23.6,22.9,4.67,,8.7
2018.7.1,97,13,8,2,1,25.1,26.2,24.9,24.1,23.6,21.9,10.7,0.8,6.8
2018.7.2,87,13,8,2,1,26.1,27.3,26.2,25,23.5,22.1,13,2.5,9.1
2018.7.3,82,11,8,2,1,25.1,25.4,25.7,25.2,23.7,22.1,5.49,,15.5
2018.7.4,76,11,7,2,1,26.7,29.2,27.4,25.7,23.8,22,24.99,9.5,6.1
2018.7.5,84,9,7,2,1,25.1,26.5,27.1,26.3,24,22.1,8.63,0.1,7.4
2018.7.6,88,13,7,2,1,23.2,24.4,25.6,25.6,24.3,22.1,2.56,,9.2
2018.7.7,82,12,8,2,1,21,23.8,24.7,24.6,24.3,22.2,5.72,,11
2018.7.8,82,11,7,2,1,22.3,24.9,25.1,24.5,24,22.3,9.35,,10
2018.7.9,88,10,7,2,1,25,25.9,25.4,24.8,23.9,22.3,18.02,5.8,6.1
2018.7.10,81,9,7,2,1,26.7,27.2,26.7,25.3,23.9,22.3,24.33,9.1,7
2018.7.11,86,8,7,2,1,26.8,28,27.4,26,24,22.3,25.33,9.8,6.6
2018.7.12,88,8,7,2,1,26.4,28.4,28.1,26.6,24.3,22.3,28.07,12.5,3.9
2018.7.13,84,7,6,1,1,26.3,29.3,28.6,27.1,24.5,22.4,21.61,6.3,4.5
2018.7.14,84,6,6,1,1,25.4,29.1,28.5,27.4,24.8,22.4,25.39,10.3,4.6
2018.7.15,83,5,5,1,1,25.4,29.1,28.7,27.5,25,22.5,27.22,12.5,4.3
2018.7.16,80,5,5,1,1,26,30.1,29.2,27.8,25.2,22.6,26.87,12.5,4
2018.7.17,81,4,5,1,1,26.5,30.9,29.8,28.2,25.4,22.8,25.86,10.1,3.8
2018.7.18,79,4,4,1,1,26.2,30.7,30,28.5,25.6,22.9,24.77,9.5,4.1
2018.7.19,72,3,4,1,1,26.9,30.7,30,28.6,25.9,23,27.53,12.8,3.6
2018.7.20,66,3,4,1,1,28.7,31.3,30.3,28.8,26.1,23.1,26.86,12.6,4.8
2018.7.21,68,3,4,1,1,29,30.4,30.2,29,26.3,23.3,20.49,7.2,9.3
2018.7.22,86,3,4,1,1,27.5,28.3,29.3,28.7,26.4,23.4,7.3,0.4,8.6
2018.7.23,81,3,3,1,1,27.7,31.3,30.1,28.7,26.5,23.6,26.4,12.4,5.7
2018.7.24,86,2,3,1,1,27.5,30.8,30.4,29.2,26.6,23.7,26,11.3,4.4
2018.7.25,81,2,3,1,1,27.8,32.9,31.5,29.9,26.7,23.7,26.37,12.6,4.8
2018.7.26,81,2,3,1,1,27.5,32.9,31.9,30.6,27.1,23.8,23.3,8.5,4.7
2018.7.27,73,2,3,1,1,28.2,33.1,32.1,30.9,27.4,24,25.96,10.7,3.7
2018.7.28,77,2,3,1,1,28.9,33.4,32.3,31.2,27.7,24.1,25.3,10.5,4.1
2018.7.29,76,2,3,1,1,29.2,34,32.6,31.5,28,24.3,23.88,8.4,5.7
2018.7.30,74,2,3,1,1,28.4,32.2,31.5,31.1,28.3,24.5,22.33,7.3,9.7
2018.7.31,60,2,3,1,1,29.8,32.8,31.8,30.8,28.3,24.7,22.46,7.7,10.5
2018.8.1,63,2,3,1,1,30.2,33.5,32.2,31.2,28.3,24.8,26.7,12.4,11.1
2018.8.2,70,2,3,1,1,29.4,33.2,32.1,31.3,28.4,24.9,18.54,7,10.4
2018.8.3,91,2,3,1,1,26.9,29.2,30.2,30.5,28.6,25.1,18.33,6.3,8.4
2018.8.4,88,4,4,1,1,27.8,31.3,31.1,30,28.4,25.1,23.8,9.1,4.5
2018.8.5,81,4,4,1,1,28,32.6,31.4,30.4,28.3,25.2,26.7,12.5,7.3
2018.8.6,77,3,4,1,1,28.3,33.2,31.8,30.7,28.3,25.3,24.94,10.5,4.4
2018.8.7,81,3,3,1,1,28.1,31.5,31.2,30.8,28.5,25.3,20.67,7.4,7.9
2018.8.8,78,3,3,1,1,27.7,31.8,31,30.5,28.5,25.4,25.12,11.6,6.4
2018.8.9,82,2,3,1,1,27.7,30.6,30.7,30.5,28.5,25.5,22.29,10.4,4.1
2018.8.10,82,2,3,1,1,27.6,30.4,30.4,30.1,28.4,25.5,22.52,9.8,4.2
2018.8.11,78,2,3,1,1,28.5,32.5,31.2,30.2,28.4,25.6,18.75,5.4,8.2
2018.8.12,85,2,3,1,1,28.4,31.7,31.1,30.4,28.4,25.7,18.1,4.5,6.7
2018.8.13,83,2,3,1,1,28.4,32.2,31.2,30.3,28.5,25.7,24.71,10.8,5.5
2018.8.14,64,2,3,1,1,29.6,32.3,31.3,30.4,28.4,25.7,24.74,11.7,5.9
2018.8.15,72,2,3,1,1,29.3,32.9,31.8,30.6,28.5,25.8,19.89,9.1,6.6
2018.8.16,92,3,3,1,1,26.5,27.6,29.4,30,28.6,25.8,3.54,,9.3
2018.8.17,80,6,5,1,1,25.4,26.7,28,28.3,28.4,25.9,7.84,0.3,11.8
2018.8.18,73,5,5,1,1,25.8,28,28.1,27.8,28,25.9,24.13,11.8,9.8
2018.8.19,74,5,5,1,1,26.5,28.8,28.7,28.1,27.6,25.9,18.39,6.3,8.1
2018.8.20,80,5,5,1,1,26.2,30.6,29.6,28.6,27.5,25.8,20.52,6.8,5.7
2018.8.21,76,4,4,1,1,27,30.9,29.7,28.7,27.5,25.7,25.46,12.5,4.6
2018.8.22,72,4,4,1,1,28.1,27.8,28.9,28.8,27.6,25.7,10.91,2.2,19.9
2018.8.23,98,9,6,1,1,23.8,24.5,25.6,25.9,27.8,26.9,5.72,0.9,21
2018.8.24,90,8,6,1,1,25.2,27.6,27.1,26.2,26.9,26.2,14.97,5.4,14.4
2018.8.25,87,7,6,1,1,26.5,28.1,28.1,27.2,26.7,26.1,17.94,5.2,5.7
2018.8.26,93,7,6,1,1,26.4,28.2,28.6,27.8,26.8,26,16.2,4.1,5.5
2018.8.27,90,7,6,1,1,26.9,29.5,29.2,28,27,25.9,20.37,8.7,5.4
2018.8.28,85,6,6,1,1,27.5,31.4,30.3,28.9,27.1,25.8,24.72,11.8,4.4
2018.8.29,89,6,5,1,1,26.4,29.4,29.8,29,27.4,25.8,23.62,10.6,4.4
2018.8.30,90,6,5,1,1,27,30.6,30.2,29.1,27.5,25.8,20.93,10.3,5.9
2018.8.31,91,6,6,1,1,26.9,30.3,30.2,29.4,27.6,25.9,22.64,10.3,6.8
2018.9.1,97,7,7,1,1,24.8,26,27.7,,27.8,25.9,9.51,1.1,8.5
2018.9.2,89,9,9,2,1,25.7,26.4,26.2,25.5,25.5,25.6,17.51,4.8,5.8
2018.9.3,97,12,9,2,1,25.7,26.9,27.3,26.7,25.9,25.8,13.68,3,7.3
2018.9.4,72,11,8,2,1,25.6,26.9,27.5,27,26.3,25.9,22.09,9.9,9.2
2018.9.5,67,9,8,2,1,24.3,25.9,26.5,26.6,26.5,25.9,21.29,9.3,7.6
2018.9.6,75,8,13,2,1,23.7,24.6,25.9,26.2,26.6,26,8.04,0.1,3
2018.9.7,89,11,15,2,1,22.2,24.3,25.2,25.6,26.4,26,7.01,,8.4
2018.9.8,78,10,14,2,1,20.6,23.1,24.4,24.9,26.2,25.9,7.97,0.6,3.4
2018.9.9,63,10,14,2,1,20.9,23.1,24.1,24.4,25.9,25.9,20.8,8.7,9.3
2018.9.10,64,9,18,2,1,21.8,23.8,24.2,24.5,25.6,25.8,19.81,7.9,10.7
2018.9.11,72,8,18,2,1,22.5,24.1,24.4,24.4,25.5,25.7,6.16,,11.6
2018.9.12,79,8,17,2,1,24.1,24.2,24.7,24.6,25.3,25.5,4.98,,8.5
2018.9.13,97,14,22,4,,23.2,23.3,23.6,23.3,23.7,24.4,2.07,,8
2018.9.14,95,12,19,2,1,23.8,24.9,24.8,24.1,23.9,25,19.48,7.9,6.2
2018.9.15,86,12,18,2,1,24.7,27,26.2,25,24.3,24.9,13.19,4.5,7.2
2018.9.16,81,10,18,2,1,24.6,27.1,26.7,25.8,24.7,24.9,21.74,10.8,7.5
2018.9.17,92,12,18,2,1,23.1,25.4,25.9,25.8,25.1,24.9,8.52,1.6,3.7
2018.9.18,86,11,18,2,1,24.8,27.3,26.8,25.9,25.2,24.8,20.87,9.5,4.1
2018.9.19,87,10,18,2,1,23,25.3,26,26,25.4,24.9,6.48,,5.3
2018.9.20,91,13,19,2,1,25.1,25.9,25.9,25.6,25.5,24.9,6.49,0.1,11.7
2018.9.21,81,16,19,2,1,24.4,26,26.3,25.9,25.5,24.9,8.42,1.2,11.2
2018.9.22,77,15,19,2,1,23.2,25.5,25.7,25.5,25.5,24.9,17.86,6.6,4.6
2018.9.23,69,13,21,2,1,22.4,23.9,24.9,25.2,25.5,25,13.35,3.6,5.1
2018.9.24,73,12,20,2,1,20.4,22.6,24.1,24.7,25.4,25,10.01,1.9,5.9
2018.9.25,64,12,19,2,1,19.9,22.1,23,23.7,25.2,25,21.96,10,9.5
2018.9.26,66,11,20,2,1,21.4,22.2,22.9,23.4,24.9,24.9,9.72,1.3,11.3
2018.9.27,64,10,20,2,1,20.8,22.1,22.8,23.1,24.6,24.9,14.26,5.6,9.7
2018.9.28,67,9,19,2,1,22.1,23,23,23.1,24.4,24.8,9.31,2.5,10.6
2018.9.29,85,8,18,2,1,19.7,21.4,22.5,23.1,24.3,24.7,3.45,,14
2018.9.30,62,13,20,2,1,21.1,22.3,22.8,22.8,24.1,24.6,20.16,10.3,14.6
2018.10.1,59,11,20,2,1,18.9,20.1,21.5,22.2,24,24.5,14.77,5.2,10
2018.10.2,52,10,19,2,1,19.4,20.4,21.1,21.7,23.7,24.4,15.56,7.6,6.2
2018.10.3,67,9,18,2,1,18.2,20.3,21,21.4,23.4,24.3,19.51,9.3,5.1
2018.10.4,73,8,18,1,1,19.8,19.3,20.4,21.2,23.2,24.2,3.74,,9.6
2018.10.5,93,17,24,2,1,22.5,21.5,21.6,21.5,23,24,0.36,,15.9
2018.10.6,84,18,25,2,1,20.6,22.1,22.6,22.5,22.2,23.5,2.84,0.1,11.2
2018.10.7,74,16,24,2,1,19.5,21.3,21.7,21.8,22.5,23.4,19.04,10.3,5.8
2018.10.8,73,14,23,2,1,18.8,20.9,21.6,21.7,22.6,23.3,18.54,10.6,5.6
2018.10.9,75,13,23,2,1,18.6,19.5,20.6,21.3,22.5,23.3,5.87,,5.9
2018.10.10,67,13,22,2,1,17.8,19.4,20.4,20.9,22.4,23.3,6.27,0.4,6.6
2018.10.11,59,12,22,2,1,14.8,18,19.4,20.2,22.3,23.2,12.42,4.1,7.9
2018.10.12,63,11,21,2,1,14.1,16.8,18.3,19.3,22,23.1,17.01,8.6,7.6
2018.10.13,65,10,21,2,1,14.4,17,18,18.8,21.7,23,10.66,4.8,4.8
2018.10.14,68,10,20,2,1,16.9,17,18,18.8,21.3,22.9,9.43,3.9,6.2
2018.10.15,73,10,20,2,1,17.9,18.7,19.3,19.3,21.1,22.8,14.21,6.5,6
2018.10.16,77,10,19,2,1,14.2,15.5,17.8,19.1,21.1,22.6,3.33,0.1,7.1
2018.10.17,69,11,20,2,1,16.1,16,17.3,18.3,20.9,22.5,15.71,10.1,4.6
2018.10.18,55,11,20,2,1,16.1,16,17.6,18.4,20.6,22.4,12.18,4.7,6.8
2018.10.19,55,10,20,1,1,14.7,16,17.2,18,20.5,22.3,17.54,9.5,5.5
2018.10.20,54,10,19,1,1,14.7,15.4,16.7,17.7,20.3,22.1,16.7,9.7,5.7
2018.10.21,63,9,18,1,1,15.9,16.5,16.9,17.6,20.1,22,17.01,9.9,6.4
2018.10.22,76,9,18,1,1,15.7,16.1,17,17.7,19.9,21.9,8.05,2.4,4.5
2018.10.23,65,10,18,1,1,18,18.8,18.3,18.3,19.8,21.7,9.27,3.9,5.2
2018.10.24,71,9,18,1,1,15.2,17.2,17.7,18.3,19.9,21.6,16.6,9.1,5.7
2018.10.25,70,9,18,1,1,16.4,17.3,17.4,18,19.9,21.5,16.58,9.7,5.7
2018.10.26,80,9,18,2,1,17,16.8,17.6,18.3,19.8,21.5,3.76,0.3,9.8
2018.10.27,55,10,19,2,1,13.8,13,15.8,17.3,19.8,21.4,10.52,3.7,10.4
2018.10.28,61,10,19,2,1,15.4,14.6,15.4,16.5,19.5,21.3,15.91,9.3,8.7
2018.10.29,57,9,18,3,1,16.2,15.3,16.1,16.8,19.2,21.2,14.98,9.8,7.1
2018.10.30,65,9,18,3,1,12.8,14,15.2,16.5,19,21.1,14.59,7.2,8.3
2018.10.31,57,9,18,4,1,12.7,12.3,14.4,15.8,18.8,20.9,8.89,4,6.8
2018.11.1,64,9,18,5,1,11.9,13.7,14.4,15.4,18.6,20.8,14.09,7.6,5.2
2018.11.2,57,8,17,6,1,13.1,13.8,14.4,15.3,18.3,20.7,15.88,9.8,5.5
2018.11.3,63,8,18,6,1,14.1,13.9,14.6,15.4,18.1,20.6,11.39,5.6,6.2
2018.11.4,72,8,17,6,1,14.6,15.4,15.5,15.8,18,20.4,15.72,10,4.3
2018.11.5,,8,16,6,1,,,,,18,20.3,14.68,9.8,4.5
2018.11.6,62,7,16,6,1,15.7,15.5,15.7,16.1,18,20.2,10.45,4.9,5.7
2018.11.7,75,7,16,6,1,18,16.8,16.6,16.6,18,20.1,2.01,,7.2
2018.11.8,90,9,22,8,2,17,16.8,17.4,17.4,18,19.9,2.15,,10.2
2018.11.9,74,11,22,8,2,13.5,14.6,16,16.8,18.2,19.8,4.92,0.7,9
2018.11.10,71,11,22,7,2,13.2,13.5,14.8,15.9,18.2,19.8,14.04,9.7,4.9
2018.11.11,77,11,21,7,2,14.9,14.4,14.9,15.7,17.9,19.8,7.38,1.1,5.2
2018.11.12,89,13,22,7,2,14.8,17.1,16.6,16.4,17.8,19.7,8.2,2.9,6.5
2018.11.13,78,13,22,7,2,12.7,14.4,15.7,16.3,17.9,19.6,12.97,7.7,5
2018.11.14,71,12,21,7,2,12.6,13.2,14.8,15.7,17.9,19.6,8.22,3.5,5.5
2018.11.15,64,12,21,7,2,15.1,13.6,14.6,15.3,17.7,19.5,13.33,8,4.2
2018.11.16,87,13,21,7,1,13.5,14.6,15.2,15.7,17.5,19.5,2.57,,7.4
2018.11.17,73,13,22,8,2,13.1,13.8,15,15.6,17.5,19.4,14.2,9.4,5.5
2018.11.18,74,13,21,7,1,11.7,12.6,13.7,15,17.4,19.3,5.46,0.8,2.8
2018.11.19,66,13,21,7,1,11.4,12.7,14,14.7,17.2,19.2,12.1,7.1,7.6
2018.11.20,60,12,21,7,1,10.6,10.6,12.8,14.2,17,19.1,13.63,9.2,5.6
2018.11.21,73,12,21,10,2,11.9,10.8,12.1,13.5,16.7,19,3.48,,6.4
2018.11.22,52,12,21,11,2,9.6,10.2,12.4,13.6,16.5,18.9,10.58,5,14.2
2018.11.23,68,12,20,12,2,7.8,8.7,10.8,12.5,16.3,18.8,11.44,7.3,6.6
2018.11.24,72,11,21,11,2,13.1,10.9,11.6,12.5,15.9,18.7,7.39,2.4,8.9
2018.11.25,69,12,21,12,2,12,11.3,12.2,12.8,15.6,18.5,10.96,7.5,6.3
2018.11.26,84,12,20,12,2,13.4,11.5,12.2,13,15.6,18.4,4.98,1.3,5.5
2018.11.27,75,12,20,12,2,14.5,13.1,13.6,13.5,15.5,18.2,9.99,6.1,6.4
2018.11.28,69,11,20,12,2,12.3,12.1,13.3,13.8,15.6,18.1,11.31,8.1,7.2
2018.11.29,61,11,20,14,2,11.7,10.9,12.4,13.3,15.6,18,11.42,8.4,4.3
2018.11.30,73,11,20,14,1,12,11.4,12.4,13.1,15.5,17.9,9.93,7.5,5
2018.12.1,71,10,19,14,1,13.5,12.2,13,13.3,15.4,17.8,8.47,4.3,7.6
2018.12.2,82,10,20,14,1,17.3,14.3,14,13.8,15.4,17.7,9.39,6.3,11
2018.12.3,93,14,22,15,2,18.2,17.8,16.8,15.4,15.5,17.6,5.27,0.8,4.7
2018.12.4,85,14,22,15,2,16.3,16.3,16.9,16.4,15.9,17.6,1.16,,10.1
2018.12.5,72,14,22,15,2,12.9,14.3,15.4,15.8,16.3,17.6,11.77,8.3,6.2
2018.12.6,86,16,22,15,2,11.1,12.3,13.9,14.9,16.4,17.6,0.62,,5.9
2018.12.7,58,15,22,15,2,5.7,9.4,11.8,13.7,16.2,17.6,2.08,,8.3
2018.12.8,67,14,22,15,2,3.1,5.4,8.9,11.8,15.8,17.6,2.74,,9.6
2018.12.9,75,14,22,15,2,3.7,5.9,8.1,10.4,15.2,17.6,4.79,0.2,6.4
2018.12.10,62,14,22,15,2,7.3,8.1,9.2,10.3,14.6,17.5,8.56,3.3,6.9
2018.12.11,83,17,22,15,2,9.9,9.8,10.3,10.9,14.2,17.3,0.68,,7.2
2018.12.12,63,15,22,15,2,6.1,7.3,9.4,10.9,14,17.1,2.27,0.2,6.7
2018.12.13,57,14,22,15,2,6.6,6.1,8,9.9,13.8,16.9,3.08,0.2,11
2018.12.14,67,14,22,15,2,4.9,6.6,7.9,9.5,13.5,16.8,2.33,,6.6
2018.12.15,74,13,22,15,2,6.3,6.7,7.8,9.2,13.1,16.6,,,
2018.12.16,81,14,22,15,2,9.7,8.5,9,9.6,12.8,16.4,,,
2018.12.17,53,15,22,15,2,8.7,7.2,9,9.9,12.8,16.2,8.1,4.3,11.3
2018.12.18,58,14,21,15,2,8,6.1,8.1,9.5,12.7,16,7.16,3.4,9.4
2018.12.19,62,13,21,15,3,13,8.9,9.1,9.5,12.5,15.9,,,
2018.12.20,87,15,21,15,2,12.1,11.1,11.1,10.8,12.4,15.7,,,4.8
2018.12.21,81,16,22,16,2,14.5,12.6,12.3,11.6,12.6,15.6,,,6.5
2018.12.22,83,15,22,16,2,12.6,11.9,12.3,12.1,12.9,15.5,,,
2018.12.23,71,17,22,16,2,10.7,12.1,12.6,12.5,13.1,15.5,,,
2018.12.24,65,15,22,16,2,6.9,7.7,9.9,11.4,13.4,15.4,,,6.8
2018.12.25,82,14,22,16,2,7.8,7.5,9.1,10.4,13.2,15.4,,,
2018.12.26,76,14,22,15,2,9.4,10,10.4,10.7,12.9,15.4,,,3
2018.12.27,66,14,22,16,2,5.7,8.1,9.8,10.7,12.9,15.4,,,6.6
2018.12.28,66,14,21,16,2,0.5,3.7,6.6,9.3,12.8,15.3,,,9.2
2018.12.29,59,15,21,16,2,2,3.7,5.4,7.8,12.4,15.2,,,
2018.12.30,66,15,21,16,2,3.6,4.7,5.9,7.5,11.9,15.1,,,
2018.12.31,72,14,22,16,2,4.5,5.6,6.6,7.8,11.5,15,,,
2019.1.1,62,14,21,16,2,4.1,4.6,6.1,7.7,11.3,14.8,,,
2019.1.2,63,13,21,16,2,4.1,5,6.3,7.4,11.1,14.7,,,3.5
2019.1.3,77,13,20,15,2,5.5,6.1,6.5,7.4,10.9,14.5,,,2.6
2019.1.4,83,13,20,15,2,8.4,7.7,7.9,8.2,10.8,14.3,,,2.2
2019.1.5,85,16,21,15,2,8.3,9.5,9.5,9.1,10.8,14.2,,,
2019.1.6,73,15,21,16,2,7.9,8.5,9,9.3,11,14,,,
2019.1.7,73,15,21,16,2,8.5,8.9,9.1,9.3,11.2,13.9,9.6,5.2,6.7
2019.1.8,61,14,20,15,2,7.6,9.3,9.7,9.8,11.2,13.9,2.96,0.3,9
2019.1.9,62,14,20,15,2,4.7,7,8.1,9.2,11.4,13.9,7.36,1.2,9.7
2019.1.10,67,13,20,15,2,7.9,8.7,8.9,9.2,11.3,13.8,3.72,0.1,7.3
2019.1.11,78,13,20,15,2,8.6,8.3,9.1,9.5,11.3,13.8,5.63,0.5,5.4
2019.1.12,71,14,20,15,2,9.1,10.3,10,9.8,11.3,13.8,8.35,4.7,5.9
2019.1.13,66,14,21,15,2,6.9,7.2,8.7,9.6,11.4,13.7,6.89,2.3,4.9
2019.1.14,70,13,21,15,2,6.7,7.1,8,9,11.4,13.7,9.93,5,5.7
2019.1.15,46,13,20,15,2,7.4,7.6,8.4,9,11.3,13.7,8.16,3.1,7.1
2019.1.16,61,12,20,15,2,3.6,5.2,7.1,8.5,11.2,13.7,2.33,,5.6
2019.1.17,57,12,20,15,2,4.1,4.4,6.3,7.9,11,13.6,1.95,,10.2
2019.1.18,74,12,20,15,2,5.4,5.7,6.3,7.4,10.8,13.6,12.79,7.8,5.8
2019.1.19,80,11,19,15,2,9.1,6.5,7.1,7.7,10.5,13.5,3.38,1.8,7.9
2019.1.20,60,12,20,15,2,6.6,7.7,8.4,8.6,10.4,13.4,6.36,2,9.8
2019.1.21,57,12,19,15,2,5.5,5.9,7,8.1,10.6,13.3,8.87,2.9,9.2
2019.1.22,61,11,19,15,2,6.1,5.6,6.7,7.8,10.5,13.2,9.77,5.5,7.6
2019.1.23,52,11,19,15,2,7.7,6.2,7.1,7.8,10.3,13.1,12.13,7.8,6.9
2019.1.24,66,10,19,15,2,7,6.7,7.1,7.8,10.3,13.1,14.28,9.7,6.8
2019.1.25,63,10,19,15,2,6.2,6.3,7.3,8,10.2,13,7.95,4.3,10.9
2019.1.26,43,10,18,15,2,3.3,4.7,6.1,7.6,10.2,12.9,10.38,4.8,10
2019.1.27,59,10,18,15,2,5.1,5.4,5.8,6.9,10.1,12.9,13.04,6.6,7.3
2019.1.28,60,9,18,15,1,7.1,6.7,6.9,7.4,9.9,12.8,6.69,2.1,11.4
2019.1.29,72,9,18,15,1,5.7,5.6,6.5,7.4,9.9,12.8,14.21,8.7,4.5
2019.1.30,76,9,18,15,1,8,8,8,8,9.9,12.7,4.44,,4.5
2019.1.31,77,11,19,15,1,6.1,7,8,8.5,10,12.7,1.09,,9.3
2019.2.1,57,14,22,16,2,3.7,4.6,6,7.5,10.1,12.6,6.9,1.6,10.6
2019.2.2,68,14,21,16,2,8.3,6.8,6.8,7.2,9.9,12.6,13.69,7.5,6.8
2019.2.3,87,18,23,17,2,12.5,11.6,10.6,9.1,9.7,12.6,3.13,0.1,14.4
2019.2.4,55,16,22,16,2,8,8.5,9.5,9.6,10,12.4,15.14,9.5,8.3
2019.2.5,60,16,22,16,2,8.6,8,8.5,9,10.3,12.4,14.52,8.4,5.1
2019.2.6,73,15,21,16,2,11.4,10.9,10.7,9.8,10.4,12.4,8.87,3,6.4
2019.2.7,86,15,21,16,2,9.7,9.9,10.4,10.4,10.7,12.4,2.73,1,6.1
2019.2.8,73,16,22,16,2,6.4,8.6,9.2,9.7,10.9,12.4,12.46,5.9,6.5
2019.2.9,69,15,21,16,2,4.3,7.1,8.5,9.4,10.9,12.5,4.92,0.9,7.5
2019.2.10,59,15,21,16,2,5.3,6.2,7.6,8.7,10.8,12.6,6.38,1.1,5.1
2019.2.11,67,14,21,16,2,3.7,6.2,7.6,8.5,10.7,12.6,2.55,,8.5
2019.2.12,49,14,21,16,2,5.5,6.1,7.1,8.2,10.5,12.6,14.89,8.1,7.3
2019.2.13,59,14,20,16,2,7.3,8.5,8.5,8.5,10.4,12.6,15.74,9.5,7.4
2019.2.14,64,13,20,16,2,6.4,8,8.5,8.9,10.4,12.5,8.42,2.7,4.7
2019.2.15,75,13,20,15,2,7.6,7.1,8.1,8.8,10.4,12.5,2.07,,6.4
2019.2.16,59,13,20,15,2,6.1,7.6,8.3,8.8,10.4,12.5,2.18,,7.3
2019.2.17,71,13,20,15,2,6.1,8.9,8.8,8.9,10.4,12.4,8.79,1.6,8.3
2019.2.18,79,13,19,15,2,7.7,7.8,8.5,9.1,10.5,12.4,4.87,,5.6
2019.2.19,80,18,21,15,2,12.5,12.4,11.2,9.9,10.5,12.4,2.75,,11.5
2019.2.20,73,17,21,16,2,8.4,10.6,10.6,10.4,10.8,12.4,7.62,1.4,7.1
2019.2.21,69,16,21,16,2,8.7,11,11.1,10.8,11,12.4,14.58,7.1,6.4
2019.2.22,76,16,21,16,2,8.3,8.8,10.1,10.6,11.2,12.4,2.74,,6
2019.2.23,65,17,21,16,2,9.4,9.3,10,10.2,11.3,12.5,16.02,7.7,7.2
2019.2.24,61,16,21,16,2,9.8,9.9,10.6,10.5,11.3,12.6,18.29,10.3,7.7
2019.2.25,62,16,21,16,2,9.4,10.3,10.5,10.5,11.3,12.6,17.15,8.7,5.7
2019.2.26,47,15,21,16,2,10.6,10.7,10.7,10.7,11.4,12.7,18.12,9.3,6
2019.2.27,74,14,20,15,2,10.5,9.7,10.5,10.9,11.5,12.7,2.35,,7.2
2019.2.28,82,15,21,15,2,10,11.4,11.2,10.9,11.6,12.7,14.19,5.5,6.5
2019.3.1,61,15,20,15,2,9.6,10.9,11.2,11.1,11.7,12.7,16.6,7.4,6.8
2019.3.2,70,14,21,15,2,10.4,9.6,10.7,11,11.7,12.8,,,
2019.3.3,79,16,22,15,2,11,10.9,11.1,11,11.8,12.8,,,
2019.3.4,62,20,23,20,2,10.2,11.3,11.5,11.3,11.8,12.8,10.8,2.8,6
2019.3.5,60,18,23,19,2,10.4,9.1,10.3,10.9,11.9,12.9,9.25,3.4,6.2
2019.3.6,75,23,23,18,2,10.3,11.9,11.5,11.3,11.9,12.9,10.05,4.3,7.9
2019.3.7,53,20,23,19,2,7.5,9.5,10.7,11.2,11.9,12.9,16.2,7.5,7.1
2019.3.8,61,18,24,18,2,8.3,10.1,10.2,10.6,11.9,12.9,20.92,10.5,4.6
2019.3.9,79,17,24,17,2,10.9,9.8,10.5,10.8,11.8,13,9.55,2.6,7.1
2019.3.10,85,23,25,17,2,11.9,11.7,11.9,11.4,11.8,13,1.74,,13.1
2019.3.11,60,22,25,17,2,10.1,9.9,11.1,11.4,11.9,13,16.5,7,11.5
2019.3.12,63,20,24,17,2,9.3,10.7,11.2,11.3,12,13,19.74,9.7,12.3
2019.3.13,46,18,24,17,2,7,8.8,10.1,11,12,13,21.74,10.5,9.3
2019.3.14,49,17,24,17,2,7.9,8.9,9.4,10.3,11.9,13,,,
2019.3.15,65,17,23,17,2,9,10.5,10.4,10.4,11.8,13,17.95,8,10.5
2019.3.16,58,16,23,16,2,8.6,10.9,10.6,10.6,11.7,13,19.86,8.5,9.6
2019.3.17,51,15,23,16,2,12.4,13.7,12.2,11.3,11.7,13,22.01,10.6,8.3
